id,title,url,グー,チョキ,パー
3YHxPdcTsC4,[Rerun] The success rate of starting a business is only 6%. How to ensure success in starting a b...,https://www.youtube.com/watch?v=3YHxPdcTsC4,0,0,0
slrajuf-2tg,"A clear explanation of ""order risk"" to avoid hell after retirement [Liberty University official c...",https://www.youtube.com/watch?v=slrajuf-2tg,0,0,0
QKU3UrwYihU,How much can you get? Explaining how to receive government subsidies for electricity and gas bill...,https://www.youtube.com/watch?v=QKU3UrwYihU,0,0,0
OvyhiPqghyY,"[Super Basics] The President Presents! ""Money Lectures"" January 2026 Compilation",https://www.youtube.com/watch?v=OvyhiPqghyY,0,0,0
MNw81QqgXA8,【即効性アリ】できるだけ早く稼ぎたい人に捧げる究極アドバイス【稼ぐ 実践編】：（アニメ動画）第510回,https://www.youtube.com/watch?v=MNw81QqgXA8,0,0,0
U8gAuVnY4qM,Is one Orkan not enough? Three concerns and the president's opinion explained [Liberty University...,https://www.youtube.com/watch?v=U8gAuVnY4qM,1,0,0
r1Z25Tmguns,"[Money Lesson 65] What is the ""power to protect""? Part 3: Losing assets due to disasters, theft, ...",https://www.youtube.com/watch?v=r1Z25Tmguns,0,0,0
aKN2YAiuryI,"[Rerun] [If you make a mistake, you're in trouble] Good and bad ways to use the time created by w...",https://www.youtube.com/watch?v=aKN2YAiuryI,0,0,2
anVMHi_rPuU,What happens to stock prices when geopolitical events occur? Explained based on important past da...,https://www.youtube.com/watch?v=anVMHi_rPuU,0,0,1
exsZe9KkE9I,"[Why is it legal?] A clear explanation of the mechanism and problems of the much talked about ""Na...",https://www.youtube.com/watch?v=exsZe9KkE9I,0,0,0
qJ9rezBKUqM,[Rebroadcast] [Dreams and Money] Explanation of King Kong Nishino's book [Book Introduction] [Ear...,https://www.youtube.com/watch?v=qJ9rezBKUqM,0,0,0
nsZWIeUoXXY,"As a high-dividend stock investor, should I sell my KDDI shares, which were involved in fraud? [O...",https://www.youtube.com/watch?v=nsZWIeUoXXY,0,0,0
UX6bC-sJlbE,"[Rebroadcast] [3 Patterns Introduction] Explaining ""Awesome Ways"" to Set Your Aim for Your Annual...",https://www.youtube.com/watch?v=UX6bC-sJlbE,0,0,0
oRC8BLnaR-Q,Will web designers continue to make money in the future? [Earning Money in Practice]: (Animated V...,https://www.youtube.com/watch?v=oRC8BLnaR-Q,0,0,0
NvqdvxivTEQ,【再放送】【ジョブ型雇用の光と闇】従業員は得なの？損なの？どうすればいいの？【稼ぐ 実践編】：（アニメ動画）第111回,https://www.youtube.com/watch?v=NvqdvxivTEQ,0,0,0
mStY55F_rJs,"The ""traditional portfolio"" of 60% stocks and 40% bonds has made a remarkable comeback from its o...",https://www.youtube.com/watch?v=mStY55F_rJs,0,0,0
_v1UjYJEHo4,"[Not necessary] Why we absolutely do not recommend Rakuten Securities' new service ""Easy Credit"" ...",https://www.youtube.com/watch?v=_v1UjYJEHo4,0,0,0
fRtGuwgrFZI,[Rebroadcast] [Many Misconceptions] Two Traps Regarding Average Lifespan and Healthy Lifespan [Be...,https://www.youtube.com/watch?v=fRtGuwgrFZI,1,0,0
WuXAyOx1OdI,"[Money Lesson 64] What is ""protective power""? Part 2: Losing assets through wasteful spending [Re...",https://www.youtube.com/watch?v=WuXAyOx1OdI,0,0,1
oaYMnM45-Xo,[Liber University] Mercenary Village ~The World's Strangest Way to Take Out Insurance~ [Easy-to-U...,https://www.youtube.com/watch?v=oaYMnM45-Xo,0,0,0
cSfiWHfjIyI,[Multitasking genius] 3 reasons why we recommend a side job to full-time housewives [Earning mone...,https://www.youtube.com/watch?v=cSfiWHfjIyI,0,0,6
B2mb_Qq7Te4,No. 267 [Very Important] A Summary of January's Investment Topics Useful for Stock Investing [Ind...,https://www.youtube.com/watch?v=B2mb_Qq7Te4,0,0,1
bwDZ0xAmZvc,[Surprising Probability] The probability that the S&P 500's performance will fall within the aver...,https://www.youtube.com/watch?v=bwDZ0xAmZvc,0,0,0
zrRbBJDn1dI,Explaining the one and only reason why investing is necessary [Official Liberal Arts Clipping],https://www.youtube.com/watch?v=zrRbBJDn1dI,0,0,0
rP4XNnHgKtc,第132回 【注目ニュース多数】2026年1月 学長が選ぶ「お得」「トレンド」お金のニュース Best6【トレンド】,https://www.youtube.com/watch?v=rP4XNnHgKtc,0,0,1
qPTimaP_Lbk,"[Money Lesson 63] What is ""protective power""? Part 1: Losing assets to fraud and rip-offs [Revise...",https://www.youtube.com/watch?v=qPTimaP_Lbk,0,0,0
ZlE-VcNrBQk,[Rebroadcast] [Surprisingly Hard to Make Money] Differences Between Developed and Emerging Countr...,https://www.youtube.com/watch?v=ZlE-VcNrBQk,0,0,0
cQVKq0vZJ-o,"[Money Lesson 62] How to Use Money Well, Part 3: Spending Money on Your Health [Revised Edition, ...",https://www.youtube.com/watch?v=cQVKq0vZJ-o,0,0,0
vsgDd82CS_U,[Rebroadcast] [The God of Investment is Pro-Life] 3 Things People Who Save Money for Life Think A...,https://www.youtube.com/watch?v=vsgDd82CS_U,0,0,0
1ktx3WOUbU0,[Stronger than the US and Australia] Why J-REITs are performing so well for the first time in yea...,https://www.youtube.com/watch?v=1ktx3WOUbU0,0,0,0
R1fWEWtbyrM,[Today is the youngest day of your life] Explaining why you should start seriously building your ...,https://www.youtube.com/watch?v=R1fWEWtbyrM,0,0,0
HpXlwzbiSwo,"[Warning] The President delivers! ""Money Lectures"" December 2025 Compilation",https://www.youtube.com/watch?v=HpXlwzbiSwo,0,0,0
Tow8VBgJ-1w,[For everyone who wants to increase their income] What you need to know about the correct order f...,https://www.youtube.com/watch?v=Tow8VBgJ-1w,1,0,1
ipP787RcjTg,"[Rerun] [Still not enough?] 3 reasons why even with 100 million yen, I can't retire [Life Philoso...",https://www.youtube.com/watch?v=ipP787RcjTg,0,0,0
3whFANoawXs,[Surprising conclusion] Three reasons why you don't need to transfer from a specified account to ...,https://www.youtube.com/watch?v=3whFANoawXs,0,0,0
AJhJluk2BuQ,[Rebroadcast] [You'll regret it someday] What is the biggest disadvantage of not wanting to get p...,https://www.youtube.com/watch?v=AJhJluk2BuQ,0,0,0
9Et790vOXlU,5 Pitfalls People Who Want to Make Money Are Easy to Fall Into [Official Liberal Arts Clipping],https://www.youtube.com/watch?v=9Et790vOXlU,0,0,0
QMLT1PFfGqc,"Should you rush to buy? The minimum interest rate for the ""Flat 35"" mortgage exceeds 2%. [Officia...",https://www.youtube.com/watch?v=QMLT1PFfGqc,0,0,1
b7MX6hCqQgk,"Why ""big savings"" are effective for asset formation and the story of how I managed to negotiate a...",https://www.youtube.com/watch?v=b7MX6hCqQgk,0,0,0
Jn1hnMdcY3s,[Aiming for 1.5x return in 10 years] Explaining the three characteristics of high-dividend stocks...,https://www.youtube.com/watch?v=Jn1hnMdcY3s,0,0,2
CceKRL3fiV4,[Rerun] Shady Side Hustle vs. Legitimate Side Hustle [Earning Money in Practice]: (Animated Video...,https://www.youtube.com/watch?v=CceKRL3fiV4,0,0,0
NMucV86MNGc,"[Money Lesson 61] How to Use Money Well, Part 2: Investing in Yourself & Buying Time with Money [...",https://www.youtube.com/watch?v=NMucV86MNGc,0,0,0
bsrUbYiSTXA,[Rebroadcast] [7 Criticisms] An easy-to-understand introduction to investment products that the g...,https://www.youtube.com/watch?v=bsrUbYiSTXA,0,0,1
e7YX6dFeoKg,Is it dangerous to build a house as a way to avoid inheritance tax? An easy-to-understand explana...,https://www.youtube.com/watch?v=e7YX6dFeoKg,0,0,8
1lyiwoXl-KU,"With the New NISA performing extremely well, here are some things to keep in mind [Official Liber...",https://www.youtube.com/watch?v=1lyiwoXl-KU,0,0,0
T6QfjdVixBk,[Rerun] Is being a financial planner pointless? 7 reasons why FP qualifications are useless [The ...,https://www.youtube.com/watch?v=T6QfjdVixBk,0,0,0
EOoANK5-yu4,家やマンション、不動産を高く売る方法【お金の勉強 不動産投資編】：（アニメ動画）第506回,https://www.youtube.com/watch?v=EOoANK5-yu4,0,0,0
uy0T8KmxZbk,Explaining the background and drawbacks of the increasing number of millionaires in the United St...,https://www.youtube.com/watch?v=uy0T8KmxZbk,0,0,1
bi12dtXsafg,What happens to dividends when the stock market crashes? [Learn about money: Stock investment]: (...,https://www.youtube.com/watch?v=bi12dtXsafg,0,0,0
y6Nt1pJMHb4,[Rerun] How to Meet the People You Want to Meet [What Happens After You Meet] [Philosophy of Life...,https://www.youtube.com/watch?v=y6Nt1pJMHb4,0,0,0
3T8V6feEZ3U,Summary of the 2026 tax reform outline and its impact on individual household finances [Official ...,https://www.youtube.com/watch?v=3T8V6feEZ3U,0,0,1
VQRgdBoul7Y,The latest trends in government bonds for individuals and a review of the basics you need to know...,https://www.youtube.com/watch?v=VQRgdBoul7Y,0,0,0
VTgPU7S4NR8,"No. 131 [You'll be missing out if you don't know] Top 6 ""Great Value"" and ""Trending"" Money News S...",https://www.youtube.com/watch?v=VTgPU7S4NR8,0,0,0
jziJ-m1wA8g,No. 266 [Very Important] A Summary of December Investment Topics Useful for Stock Investing [Inde...,https://www.youtube.com/watch?v=jziJ-m1wA8g,0,0,0
9DWNNMlgbak,[Rebroadcast] [For Beginners] 3 Goals to Achieve by 2026 for Those Who Want to Become Richer [Mon...,https://www.youtube.com/watch?v=9DWNNMlgbak,0,0,0
o1Srbxo4TpE,"[Money Lesson 60] How to Use Money Well, Part 1: Donating Money and Gifts & Spending Money on Abu...",https://www.youtube.com/watch?v=o1Srbxo4TpE,0,0,0
TG9OiRU_uxo,[Rerun] Specific ways to invest in yourself even if you're a salaryman with no money [Earning Mon...,https://www.youtube.com/watch?v=TG9OiRU_uxo,0,0,0
9A1r_w6rfxc,[Maintaining the status quo is a decline] Inflation is something that people who don't want to lo...,https://www.youtube.com/watch?v=9A1r_w6rfxc,0,0,0
ujXA162Xfvc,"A clear explanation of why we absolutely do not recommend the popular ""Zankure My Home"" [Official...",https://www.youtube.com/watch?v=ujXA162Xfvc,0,0,0
VyqCq9FNnNk,"Is SBI Shinsei Bank, the much talked about bank for its high interest rates, really worth it? Sho...",https://www.youtube.com/watch?v=VyqCq9FNnNk,0,0,0
vSAy5QwRnVw,"[Money Lesson 59] What is ""the ability to spend""? [Revised Edition Money University P290-P293]",https://www.youtube.com/watch?v=vSAy5QwRnVw,0,0,0
PoPFEz0LUMM,[Rebroadcast] [Honest Thoughts] When do managers ask their employees to change jobs? [Life Philos...,https://www.youtube.com/watch?v=PoPFEz0LUMM,0,0,0
mUDLFZ5uwus,"[Money Lessons Extra Edition] Recommended Side Hustle Diagnosis & 3 Reasons Why ""Earning Power"" i...",https://www.youtube.com/watch?v=mUDLFZ5uwus,0,0,0
gvFyh9EiWaE,"[Liber University] Taxes for living, taxes for dying [Yuru Anime]",https://www.youtube.com/watch?v=gvFyh9EiWaE,0,0,0
cbdJc7cy4_Q,"Does the same 10,000 yen change your satisfaction level? Explaining one way to improve your ""spen...",https://www.youtube.com/watch?v=cbdJc7cy4_Q,0,0,1
q4gEfsSAFIw,How to properly prepare for the risk of longevity and the risk of death to avoid financial ruin [...,https://www.youtube.com/watch?v=q4gEfsSAFIw,0,0,0
MQNEVjJc_0Y,"[Rebroadcast] [5 Selections] A thorough explanation of ""Golden Words on Balance Sheets"" that only...",https://www.youtube.com/watch?v=MQNEVjJc_0Y,0,0,0
c1q6EeG1yyc,"[Money Lesson 58] NG! Avoid these side jobs [Revised Edition, Money University, P282-P285]",https://www.youtube.com/watch?v=c1q6EeG1yyc,0,0,0
8yO5Tl0bQyg,[Warning] An easy-to-understand explanation of the risks of corporate bonds for individuals and h...,https://www.youtube.com/watch?v=8yO5Tl0bQyg,0,0,0
WoevZsMLeLk,"[Money Lesson 57] One Investment You Should Never Do: ""Don't Get Into XX Investments!"" [Revised E...",https://www.youtube.com/watch?v=WoevZsMLeLk,0,0,2
0AWZQVB9o60,[Rerun] How to Change Failures and Unpleasant Pasts [Philosophy of Life]: (Animated Video) Episod...,https://www.youtube.com/watch?v=0AWZQVB9o60,0,0,0
-wZKwtCp2dU,"Is NISA the only right investment option? Explaining the importance of ""self-investment"" that is ...",https://www.youtube.com/watch?v=-wZKwtCp2dU,0,0,6
d4hKUCMDl-Y,"[Victims are rapidly increasing] Beware of ""SNS investment and romance scams""! An easy-to-underst...",https://www.youtube.com/watch?v=d4hKUCMDl-Y,0,0,1
noIhpz3wf3s,【再放送】【知らないと沼にハマる】頑張りが「報われる人」と「報われない人」の違い5選【人生論】：（アニメ動画）第440回,https://www.youtube.com/watch?v=noIhpz3wf3s,0,0,1
TNy_4xF2rHk,[Money Lesson 56] Practical Steps for the Real Estate Rental Business [Revised Edition Money Univ...,https://www.youtube.com/watch?v=TNy_4xF2rHk,0,0,2
l15zxjC8YmM,Home internet service providers are offering 10GB plans. Do you really need that much? [Official ...,https://www.youtube.com/watch?v=l15zxjC8YmM,0,0,0
nYHQqVfDLHM,[Money Lesson 55] Learn the Basics of the Real Estate Rental Business [Revised Edition Money Univ...,https://www.youtube.com/watch?v=nYHQqVfDLHM,0,0,0
iu3grXXVtuE,"[Rerun] How to Become Poor Even with an Annual Income of 10 Million Yen [Money Studies, Beginner'...",https://www.youtube.com/watch?v=iu3grXXVtuE,0,0,0
7c-N2_4zHbI,[Social Security Quiz] How much will your pension be reduced if your spouse dies? Explaining the ...,https://www.youtube.com/watch?v=7c-N2_4zHbI,0,0,3
FJ0DcZLWcp4,The latest data on scholarships and the dangerous pitfalls of interest rates you should be aware ...,https://www.youtube.com/watch?v=FJ0DcZLWcp4,0,0,0
opWnUPwbeEo,"[Rerun] Why do we earn money and how to think about trade-offs [Learn about money, beginner level...",https://www.youtube.com/watch?v=opWnUPwbeEo,0,0,0
esbDoI7CA8I,About 80% of Americans are pessimistic about the future. The reason behind this and what investor...,https://www.youtube.com/watch?v=esbDoI7CA8I,0,0,0
84Z21Scj05o,[Rebroadcast] [Salesmen Won't Tell You] 5 Things You Should Know Before Purchasing Cancer Insuran...,https://www.youtube.com/watch?v=84Z21Scj05o,0,0,0
7y9VE6dCuWU,[Money Lesson 54] Recommended Side Hustle Introduction Part 9: Skill Selling & Consulting [Revise...,https://www.youtube.com/watch?v=7y9VE6dCuWU,0,0,0
7AMFP26iy_0,[Good news? Bad news?] Financial income of the elderly will be reflected in insurance premiums. E...,https://www.youtube.com/watch?v=7AMFP26iy_0,0,0,0
JjPTpuTjXoc,"Even if you have a job with the ""best conditions,"" is it necessary to build assets? [Official Lib...",https://www.youtube.com/watch?v=JjPTpuTjXoc,0,0,0
uuGgOyX5GTc,Will US stocks perform worse over the next decade? Goldman's prediction and the president's opini...,https://www.youtube.com/watch?v=uuGgOyX5GTc,0,0,0
YxE7aMlTQF0,"No. 130 [Useful to Know] November 2025: Top 6 ""Great Deals"" and ""Trends"" Financial News Selected ...",https://www.youtube.com/watch?v=YxE7aMlTQF0,0,0,0
1vyTzaxoOyM,No. 265 [Very Important] A Summary of November's Investment Topics for Stock Investing [Index/Hig...,https://www.youtube.com/watch?v=1vyTzaxoOyM,0,0,1
OXbfF9Aov2E,[Rebroadcast] 5 People You Should Avoid in Your Life [Life Philosophy]: (Animated Video) Episode 443,https://www.youtube.com/watch?v=OXbfF9Aov2E,0,0,0
vIHyDPoas7s,[Money Lesson 53] Recommended Side Hustle Introduction Part 8: Digital Content Sales & Handmade [...,https://www.youtube.com/watch?v=vIHyDPoas7s,0,0,0
9BxR4_mjs5k,[Rebroadcast] [99% of people don't know] How to determine if your company's evaluation is wrong o...,https://www.youtube.com/watch?v=9BxR4_mjs5k,0,0,0
rNuijOc-JyQ,"[Rich People's Worries] Important themes discussed by Warren Buffett in his ""final letter"" to sha...",https://www.youtube.com/watch?v=rNuijOc-JyQ,0,0,0
MKX9T3QYu4U,"[Latest Edition] Introducing the ""optimal combination"" of recommended bank accounts [Official Lib...",https://www.youtube.com/watch?v=MKX9T3QYu4U,0,0,1
MpL3p2u_F2E,"[Increase your savings] The president brings you ""Money Lectures"" [Improve your savings skills Vo...",https://www.youtube.com/watch?v=MpL3p2u_F2E,0,0,0
1ZbU52l_GVI,Why high-paying career coaching for people in their 40s and 50s is dangerous even though it's app...,https://www.youtube.com/watch?v=1ZbU52l_GVI,0,0,0
CIigJv43TB0,【再放送】【意外？】転職“未”経験者の評価が低くなる3つの理由【稼ぐ 実践編】：（アニメ動画）第64回,https://www.youtube.com/watch?v=CIigJv43TB0,0,0,0
9IcIE8PJtl0,[Money Lesson 52] Recommended Side Hustle Introduction Part 7: Social Media/SNS Management Agency...,https://www.youtube.com/watch?v=9IcIE8PJtl0,0,0,0
2BuPNiCVOas,[Rerun] What to do if you try something and fail? [Philosophy of Life]: (Animated Video) Episode 439,https://www.youtube.com/watch?v=2BuPNiCVOas,1,0,0
c6zO-TvpQyI,Explaining why blue-collar workers' incomes are soaring despite AI restructuring [Official Libera...,https://www.youtube.com/watch?v=c6zO-TvpQyI,0,0,0
4yuuMopuznc,Orkan Japan stocks are being replaced. Latest maintenance information explained [Liberty Universi...,https://www.youtube.com/watch?v=4yuuMopuznc,0,0,0
X1UN8y5mgh0,[Rerun] The Road to Riches! Those who master their tax returns will win the race to save money [M...,https://www.youtube.com/watch?v=X1UN8y5mgh0,0,0,0
VHgAeji-vfA,"[Always Useful] Brought to you by the President! ""Money Lectures"" October 2025 Compilation",https://www.youtube.com/watch?v=VHgAeji-vfA,0,0,0
DDSomhEVHBk,"Explaining why ""cash management"" makes a difference even with the same index investment [Liberty ...",https://www.youtube.com/watch?v=DDSomhEVHBk,0,0,0
JYhqq6ZeEtY,[Money Lesson 51] Recommended Side Hustle Introduction Part 6: LINE Building & Video Editing & Yo...,https://www.youtube.com/watch?v=JYhqq6ZeEtY,0,0,1
9PI9bCaYA7I,[Rerun] What happens to your life if you earn more than 1 million yen a month? [The case of a uni...,https://www.youtube.com/watch?v=9PI9bCaYA7I,0,0,0
VD9egqpcir4,[Social Security Quiz] Explaining the rules for exemption from social insurance premiums during p...,https://www.youtube.com/watch?v=VD9egqpcir4,0,0,0
wBf3LyVzgSg,Can work-life balance make you rich? Explaining the mindset to acquire both money and time [Offic...,https://www.youtube.com/watch?v=wBf3LyVzgSg,0,0,0
_R0trhVHvGc,[Rerun] [What will happen in the end?] How to withdraw the money gained from investments [Stock i...,https://www.youtube.com/watch?v=_R0trhVHvGc,0,0,0
te6EXwqCkLg,"[Warning] Nomura Holdings to strengthen sales of ""private asset products."" Explains why you don't...",https://www.youtube.com/watch?v=te6EXwqCkLg,0,0,1
quQqim6VjUA,"[Rebroadcast] ""The History of Stock Market Crashes"" and How to Deal with Them - What Beginners Sh...",https://www.youtube.com/watch?v=quQqim6VjUA,0,0,0
XX0Q3Ib8kPc,[Money Lesson 50] Recommended Side Hustle Introductions Part 5: Web Design & Programming [Revised...,https://www.youtube.com/watch?v=XX0Q3Ib8kPc,0,0,0
IR3LR6X0uug,[How cash and deposits are used] The Financial Services Agency will ask listed companies for expl...,https://www.youtube.com/watch?v=IR3LR6X0uug,0,0,1
S20PH7WYbio,"Explaining how to ""rebalance"" when stock prices rise too much and the basics of risk management [...",https://www.youtube.com/watch?v=S20PH7WYbio,0,0,0
xS9JpDi5Pi8,"Explaining why people become more vulnerable to inflation as they get older and what ""inflation c...",https://www.youtube.com/watch?v=xS9JpDi5Pi8,0,0,0
u4wNGc02pJY,[Rebroadcast] Which is better to invest in: high-dividend stocks or growth stocks? [Money Learnin...,https://www.youtube.com/watch?v=u4wNGc02pJY,0,0,0
EMMemia6WWE,"No. 129 [Knowing Makes a Difference] October 2025 President's Choice: Top 6 ""Best Deals"" and ""Tre...",https://www.youtube.com/watch?v=EMMemia6WWE,0,0,0
ZFcBnDEDXOk,No. 264 [Very Important] A Summary of October's Investment Topics for Stock Investing [Index/High...,https://www.youtube.com/watch?v=ZFcBnDEDXOk,0,0,1
P6HQtWhoi2Y,"[Money Lesson 49] Recommended Side Jobs Part 4: Online Secretary [Revised Edition, Money Universi...",https://www.youtube.com/watch?v=P6HQtWhoi2Y,0,0,0
